,id,name,county,state_code,state,zip_codes,population,median_income
5623,5624,Nicholson,Jackson County,GA,Georgia,30529 / 30565,1724,41389
7552,7553,Buena Vista,Schuyler County,IL,Illinois,62319 / 62681,1723,49792
39769,39770,Eldorado,Schleicher County,TX,Texas,76936,1723,48125
28926,28927,Holley,Orleans County,NY,New York,14470,1723,35034
15528,15529,Myersville,Frederick County,MD,Maryland,21773,1723,112708
4313,4314,Anna Maria,Manatee County,FL,Florida,34216,1723,47917
2647,2648,Lakeview,Riverside County,CA,California,92567,1723,53191
35542,35543,Mayfield,Lackawanna County,PA,Pennsylvania,18433,1723,47292
28084,28085,Altamont,Albany County,NY,New York,12009,1723,80078
31263,31264,Kingsville,Ashtabula County,OH,Ohio,44004 / 44030 / 44048,1722,36563
33436,33437,Wilson,Carter County,OK,Oklahoma,73463,1722,41875
7814,7815,Cruger,Woodford County,IL,Illinois,61530,1721,74544
8691,8692,Lowe,Moultrie County,IL,Illinois,61911 / 61937 / 61951,1721,49063
44940,44941,Whiting,Portage County,WI,Wisconsin,54481,1721,48333
1262,1263,McAlmont,Pulaski County,AR,Arkansas,72117,1721,33844
23807,23808,Belcourt,Rolette County,ND,North Dakota,58316,1721,21385
41512,41513,Chilhowie,Smyth County,VA,Virginia,24319,1721,42125
7440,7441,Big Grove,Kendall County,IL,Illinois,60541,1720,71845
36363,36364,Shamokin Dam,Snyder County,PA,Pennsylvania,17876,1720,45075
16882,16883,Fairfield,Lenawee County,MI,Michigan,49221 / 49248 / 49256 / 49279 / 49289,1720,39500
28106,28107,Angola on the Lake,Erie County,NY,New York,14006,1720,40833
13916,13917,Lewisport,Hancock County,KY,Kentucky,42351,1720,41023
18565,18566,Canby,Yellow Medicine County,MN,Minnesota,56220,1720,40066
36031,36032,Perryopolis,Fayette County,PA,Pennsylvania,15473,1719,47125
21808,21809,Osage,Bates County,MO,Missouri,64730 / 64779,1719,32324
34894,34895,Glen Lyon,Luzerne County,PA,Pennsylvania,18617,1719,24286
14823,14824,Hanson ,Plymouth County,MA,Massachusetts,02341,1718,87813
26896,26897,Estell Manor,Atlantic County,NJ,New Jersey,08270 / 08317 / 08319 / 08330,1718,78750
2499,2500,Hamilton City,Glenn County,CA,California,95951,1718,33257
10581,10582,Harlan,Allen County,IN,Indiana,46741 / 46743,1718,64188
12580,12581,Kentucky,Jefferson County,KS,Kansas,66066 / 66070 / 66073 / 66512,1718,56587
42043,42044,Burke,Caledonia County,VT,Vermont,05832 / 05851 / 05871,1718,47056
42299,42300,Waitsfield,Washington County,VT,Vermont,05660 / 05673,1718,70500
16405,16406,Bear Lake ,Manistee County,MI,Michigan,49614 / 49619 / 49645 / 49675,1718,48581
8555,8556,Lake Catherine,Lake County,IL,Illinois,60002,1718,66563
39777,39778,Elmendorf,Bexar County / Wilson County,TX,Texas,78112 / 78223,1718,47174
39319,39320,Whitwell,Marion County,TN,Tennessee,37397,1717,24583
27041,27042,Lake Como,Monmouth County,NJ,New Jersey,07719,1717,62663
20296,20297,Rushford,Fillmore County,MN,Minnesota,55971,1717,40568
20030,20031,Osakis,Douglas County / Todd County,MN,Minnesota,56360,1717,39464
22625,22626,Bonner-West Riverside,Missoula County,MT,Montana,59802 / 59808 / 59823 / 59851,1717,37774
39141,39142,McEwen,Humphreys County,TN,Tennessee,37101,1716,41550
44844,44845,Walworth ,Walworth County,WI,Wisconsin,53115 / 53125 / 53184 / 53191,1716,61406
7651,7652,Cave,Franklin County,IL,Illinois,62890 / 62896,1716,45795
42346,42347,Wolcott,Lamoille County,VT,Vermont,05680,1715,50036
13895,13896,Jeffersonville,Montgomery County,KY,Kentucky,40337,1715,28293
30364,30365,Big Spring,Seneca County,OH,Ohio,43316 / 44802 / 44853,1715,53059
14663,14664,Ashfield,Franklin County,MA,Massachusetts,01330 / 01370,1715,71364
10611,10612,Hart,Warrick County,IN,Indiana,47601 / 47619 / 47660,1715,63295
9301,9302,Princeville,Peoria County,IL,Illinois,61559,1715,51618
29885,29886,Stillwater,Saratoga County,NY,New York,12170,1714,64722
27113,27114,Mays Landing,Atlantic County,NJ,New Jersey,08330,1714,48664
31396,31397,Lostcreek,Miami County,OH,Ohio,45312 / 45317 / 45326 / 45373,1714,54500
11372,11373,Skelton,Warrick County,IN,Indiana,47601 / 47637,1714,51771
11013,11014,Montpelier,Blackford County,IN,Indiana,47359,1714,33447
34282,34283,Cheswick,Allegheny County,PA,Pennsylvania,15024,1714,54573
10561,10562,Hagerstown,Wayne County,IN,Indiana,47346,1713,43424
23867,23868,Bowman,Bowman County,ND,North Dakota,58623,1713,53646
15593,15594,Queensland,Prince George's County,MD,Maryland,20772 / 20773 / 20774 / 20775,1713,133258
32821,32822,Carnegie,Caddo County,OK,Oklahoma,73015,1713,31216
16847,16848,Elmira,Otsego County,MI,Michigan,49730 / 49735,1712,60521
42156,42157,Londonderry,Windham County,VT,Vermont,05148 / 05155,1712,49730
6736,6737,Prairie City,Jasper County,IA,Iowa,50228,1712,58173
7561,7562,Bunker Hill,Macoupin County,IL,Illinois,62014,1712,45826
23247,23248,Hemby Bridge,Union County,NC,North Carolina,28079,1712,48977
4151,4152,Southport,Fairfield County,CT,Connecticut,06890,1711,145859
42021,42022,Berkshire,Franklin County,VT,Vermont,05447 / 05450 / 05476,1711,52917
43591,43592,Fontana-on-Geneva Lake,Walworth County,WI,Wisconsin,53125 / 53184,1711,77679
4460,4461,Cross City,Dixie County,FL,Florida,32628,1710,30705
6728,6729,Pocahontas,Pocahontas County,IA,Iowa,50574,1710,41447
5112,5113,Tildenville,Orange County,FL,Florida,34787,1710,38511
26703,26704,Alloway,Salem County,NJ,New Jersey,08001 / 08079 / 08098 / 08302,1710,82917
23481,23482,Ramseur,Randolph County,NC,North Carolina,27248 / 27298 / 27316,1710,30000
22388,22389,Kiln,Hancock County,MS,Mississippi,39556,1709,53210
28620,28621,Ellenburg,Clinton County,NY,New York,12920 / 12933 / 12934 / 12935 / 12955,1709,48026
17001,17002,Golden,Oceana County,MI,Michigan,49420 / 49436 / 49455,1709,41607
16594,16595,Caseville ,Huron County,MI,Michigan,48725 / 48755,1709,40568
10186,10187,Butler ,DeKalb County,IN,Indiana,46706 / 46738 / 46748 / 46763,1709,51462
40705,40706,Sabinal,Uvalde County,TX,Texas,78881,1709,36458
44963,44964,Wind Point,Racine County,WI,Wisconsin,53402,1709,92589
18000,18001,Tawas,Iosco County,MI,Michigan,48748 / 48763,1709,45208
18075,18076,Wakefield,Gogebic County,MI,Michigan,49968,1709,38942
18463,18464,Borgholm,Mille Lacs County,MN,Minnesota,56313 / 56353,1709,56875
9556,9557,Sidney ,Champaign County,IL,Illinois,61802 / 61849 / 61864 / 61873 / 61877,1708,57589
36462,36463,South Canaan,Wayne County,PA,Pennsylvania,18436 / 18459 / 18472,1708,49191
15505,15506,Mechanicsville,St. Mary's County,MD,Maryland,20659,1708,118208
39225,39226,Ridgely,Lake County,TN,Tennessee,38080,1707,28534
41518,41519,Claypool Hill,Tazewell County,VA,Virginia,24609 / 24637,1706,40595
19713,19714,Mapleton,Blue Earth County,MN,Minnesota,56065,1706,50703
40125,40126,La Grulla,Starr County,TX,Texas,78548 / 78582,1706,23322
41886,41887,Shawneeland,Frederick County,VA,Virginia,22602 / 22637,1706,63190
13964,13965,Midway,Woodford County,KY,Kentucky,40347,1706,52117
13396,13397,Syracuse,Hamilton County,KS,Kansas,67878,1705,44107
9405,9406,Rockvale,Ogle County,IL,Illinois,61010 / 61047 / 61054 / 61061,1705,73967
43428,43429,Deerfield ,Dane County,WI,Wisconsin,53523 / 53531 / 53559,1705,87813
30489,30490,Caldwell,Noble County,OH,Ohio,43724,1705,30505
33499,33500,Cannon Beach,Clatsop County,OR,Oregon,97110 / 97145,1705,50913
37009,37010,West St. Clair,Bedford County,PA,Pennsylvania,15521 / 15554 / 16667,1705,51250
37128,37129,Young,Jefferson County,PA,Pennsylvania,15733 / 15767 / 15781,1705,49632
36895,36896,Waverly ,Lackawanna County,PA,Pennsylvania,18411 / 18414 / 18471,1705,101250
5486,5487,Henderson,Chatham County,GA,Georgia,31419,1704,83182
28542,28543,Diana,Lewis County,NY,New York,13648 / 13665,1704,41667
26550,26551,Lyndeborough,Hillsborough County,NH,New Hampshire,03043 / 03047 / 03070 / 03082,1704,83173
28038,28039,Topaz Ranch Estates,Douglas County,NV,Nevada,89444,1703,42862
26579,26580,Newfields,Rockingham County,NH,New Hampshire,03856,1703,118333
4464,4465,Cudjoe Key,Monroe County,FL,Florida,33042,1703,62917
39997,39998,Holliday,Archer County,TX,Texas,76366,1703,61944
16114,16115,Randolph,Kennebec County,ME,Maine,04346,1703,45896
32467,32468,Venice,Seneca County,OH,Ohio,44807 / 44818,1703,53450
28058,28059,Addison,Steuben County,NY,New York,14801,1702,49821
2517,2518,Herlong,Lassen County,CA,California,96113,1702,48214
21058,21059,Camden,DeKalb County,MO,Missouri,64422 / 64469,1702,33229
12500,12501,Horton,Brown County,KS,Kansas,66439,1702,31563
13386,13387,Superior,McPherson County,KS,Kansas,67546,1701,46734
11371,11372,Sims ,Grant County,IN,Indiana,46919 / 46953 / 46986,1701,48500
7443,7444,Big Mound,Wayne County,IL,Illinois,62809 / 62837 / 62895,1701,32000
9837,9838,Virginia ,Cass County,IL,Illinois,62611 / 62691,1701,47750
30820,30821,Fairfax,Hamilton County,OH,Ohio,45227,1701,52321
2047,2048,Biggs,Butte County,CA,California,95917,1701,34911
30968,30969,Grandview,Washington County,OH,Ohio,45767,1700,34801
12972,12973,Oberlin,Decatur County,KS,Kansas,67749,1700,36417
15576,15577,Point of Rocks,Frederick County,MD,Maryland,21777,1700,100000
40187,40188,Laughlin AFB,Val Verde County,TX,Texas,78840 / 78843,1700,52149
18924,18925,Erie,Becker County,MN,Minnesota,56501 / 56544 / 56578,1700,58854
22653,22654,Clancy,Jefferson County,MT,Montana,59632 / 59634 / 59638,1699,75000
22293,22294,Collinsville,Lauderdale County,MS,Mississippi,39325,1699,71790
5790,5791,Twin City,Emanuel County,GA,Georgia,30471,1699,22829
20891,20892,Albany,Gentry County,MO,Missouri,64402,1699,40000
6090,6091,Blue Grass,Muscatine County / Scott County,IA,Iowa,52726,1699,64185
31652,31653,Moulton,Auglaize County,OH,Ohio,45819 / 45885 / 45895,1699,76563
44118,44119,Mazomanie,Dane County,WI,Wisconsin,53560,1699,58661
15056,15057,Shelburne Falls,Franklin County,MA,Massachusetts,01370,1699,44375
33473,33474,Barview,Coos County,OR,Oregon,97420,1698,32743
16015,16016,Mechanic Falls ,Androscoggin County,ME,Maine,04256,1698,35781
12240,12241,Fairview,Jefferson County,KS,Kansas,66066 / 66070 / 66073 / 66512,1698,53365
43228,43229,Brunswick,Eau Claire County,WI,Wisconsin,54701 / 54755,1698,61136
33943,33944,Baidland,Washington County,PA,Pennsylvania,15063,1697,71288
9826,9827,Vienna,Johnson County,IL,Illinois,62995,1697,33438
2684,2685,Leona Valley,Los Angeles County,CA,California,91390 / 93551,1697,79728
5375,5376,Davisboro,Washington County,GA,Georgia,31018,1697,29318
794,795,Ragland,St. Clair County,AL,Alabama,35131,1697,38571
28339,28340,Catharine,Schuyler County,NY,New York,14805 / 14865 / 14869,1697,46950
17427,17428,Masonville,Delta County,MI,Michigan,49878 / 49895,1697,47284
28285,28286,Butternuts,Otsego County,NY,New York,13776 / 13808 / 13809 / 13825 / 13843 / 13849,1696,52563
44339,44340,Osseo,Trempealeau County,WI,Wisconsin,54758,1696,43043
37161,37162,Hope Valley,Washington County,RI,Rhode Island,02832,1696,69408
37321,37322,Gadsden,Richland County,SC,South Carolina,29052 / 29061,1696,27331
29631,29632,Reading,Schuyler County,NY,New York,14876 / 14878 / 14891,1696,60350
7416,7417,Bement,Piatt County,IL,Illinois,61813,1696,56146
20821,20822,Windemere,Pine County,MN,Minnesota,55767 / 55783 / 55795,1695,60156
39671,39672,Crosbyton,Crosby County,TX,Texas,79322,1695,33462
8480,8481,Jubilee,Peoria County,IL,Illinois,61517 / 61559,1695,126555
34042,34043,Birchwood Lakes,Pike County,PA,Pennsylvania,18328,1695,49722
13256,13257,Sedgwick,Harvey County / Sedgwick County,KS,Kansas,67135,1695,64167
34668,34669,Elk,Chester County,PA,Pennsylvania,19350 / 19352 / 19363,1694,77625
5416,5417,Ellijay,Gilmer County,GA,Georgia,30536 / 30540,1694,28836
5001,5002,Roseland,Indian River County,FL,Florida,32958,1694,51458
12382,12383,Great Bend ,Barton County,KS,Kansas,67530,1694,57942
28307,28308,Canadice,Ontario County,NY,New York,14466 / 14471 / 14560,1694,53469
28669,28670,Fenner,Madison County,NY,New York,13032 / 13035 / 13037,1694,59432
39421,39422,Bartonville,Denton County,TX,Texas,75022 / 76226,1694,113393
405,406,Blountsville,Blount County,AL,Alabama,35031,1694,30152
43417,43418,Darien ,Walworth County,WI,Wisconsin,53114 / 53115,1693,65917
32230,32231,South Amherst,Lorain County,OH,Ohio,44001,1693,58333
23016,23017,Bladenboro,Bladen County,NC,North Carolina,28320,1692,21587
15882,15883,Fort Fairfield ,Aroostook County,ME,Maine,04742,1692,21898
17611,17612,Olivet,Eaton County,MI,Michigan,49076,1692,40000
22800,22801,Manhattan,Gallatin County,MT,Montana,59741,1691,52135
12132,12133,Douglass,Butler County,KS,Kansas,67039,1691,54688
18112,18113,Webber,Lake County,MI,Michigan,49304,1691,18885
11282,11283,Roanoke,Huntington County,IN,Indiana,46783,1691,65694
16922,16923,Forest Home,Antrim County,MI,Michigan,49615,1691,57955
44790,44791,Trimbelle,Pierce County,WI,Wisconsin,54003 / 54011 / 54014,1691,67292
36696,36697,Tremont,Schuylkill County,PA,Pennsylvania,17981,1691,40457
40228,40229,Lockney,Floyd County,TX,Texas,79241,1691,38750
21977,21978,Senath,Dunklin County,MO,Missouri,63876,1691,27656
42306,42307,Warren,Washington County,VT,Vermont,05674,1690,65219
26466,26467,Epping ,Rockingham County,NH,New Hampshire,03042,1690,50438
43851,43852,Ixonia ,Jefferson County,WI,Wisconsin,53036,1690,71944
42974,42975,Yacolt,Clark County,WA,Washington,98675,1690,63889
33945,33946,Bainbridge,Lancaster County,PA,Pennsylvania,17502,1689,71154
4612,4613,Havana,Gadsden County,FL,Florida,32333,1689,36196
29104,29105,Little Valley ,Cattaraugus County,NY,New York,14741 / 14755 / 14779,1689,38158
9415,9416,Roodhouse,Greene County,IL,Illinois,62082,1689,31840
14133,14134,Warsaw,Gallatin County,KY,Kentucky,41083 / 41086 / 41095,1688,35265
29361,29362,Niverville,Columbia County,NY,New York,12130 / 12184,1688,90750
4335,4336,Balm,Hillsborough County,FL,Florida,33503 / 33579 / 33598,1688,51375
6303,6304,Farley,Dubuque County,IA,Iowa,52040 / 52046,1688,75583
42494,42495,Davenport,Lincoln County,WA,Washington,99122,1688,46736
39180,39181,New Union,Coffee County,TN,Tennessee,37355,1688,68913
19582,19583,Lester Prairie,McLeod County,MN,Minnesota,55354,1687,51705
8762,8763,Marrowbone,Moultrie County,IL,Illinois,61914 / 61951,1687,42163
45580,45581,Saratoga,Carbon County,WY,Wyoming,82331,1686,59120
22650,22651,Choteau,Teton County,MT,Montana,59422,1686,38529
16409,16410,Beaver Creek,Crawford County,MI,Michigan,48653 / 49738,1686,42417
10947,10948,Meridian Hills,Marion County,IN,Indiana,46220 / 46240 / 46260,1686,119830
34900,34901,Gold Key Lake,Pike County,PA,Pennsylvania,18337,1686,57434
43569,43570,Fall River,Columbia County,WI,Wisconsin,53932,1686,63512
10616,10617,Haubstadt,Gibson County,IN,Indiana,47639,1685,62000
19618,19619,Little Falls ,Morrison County,MN,Minnesota,56345 / 56364 / 56373,1685,68125
40648,40649,Rhome,Wise County,TX,Texas,76052 / 76078 / 76234,1684,68125
34844,34845,Friedens,Somerset County,PA,Pennsylvania,15541,1684,57721
22028,22029,Steelville,Crawford County,MO,Missouri,65565,1684,30294
11890,11891,Bolton,Cowley County,KS,Kansas,67005 / 67051,1684,51083
10545,10546,Greensboro ,Henry County,IN,Indiana,46148 / 47344 / 47351 / 47362 / 47384 / 47385,1684,37837
2282,2283,Del Rey Oaks,Monterey County,CA,California,93940,1684,86250
39813,39814,Falcon Lake Estates,Zapata County,TX,Texas,78076,1683,49453
26687,26688,Winchester ,Cheshire County,NH,New Hampshire,03470,1683,52935
39212,39213,Piperton,Fayette County,TN,Tennessee,38017 / 38066,1683,91806
30755,30756,Dresden,Muskingum County,OH,Ohio,43821,1683,35357
3475,3476,Ault,Weld County,CO,Colorado,80610,1683,50368
38988,38989,Cowan,Franklin County,TN,Tennessee,37318,1683,30417
9295,9296,Preemption,Mercer County,IL,Illinois,61231 / 61263 / 61264 / 61276 / 61279 / 61281 / 61486,1683,57000
10777,10778,Kentland,Newton County,IN,Indiana,47951,1683,42286
25448,25449,Atkinson ,Holt County,NE,Nebraska,68713 / 68780,1682,50917
38597,38598,Rosebud,Todd County,SD,South Dakota,57570,1682,31172
27083,27084,Long Valley,Morris County,NJ,New Jersey,07853 / 07870,1682,95000
44519,44520,Roberts,St. Croix County,WI,Wisconsin,54023,1682,61750
15838,15839,Dedham,Hancock County,ME,Maine,04429 / 04605,1682,66136
3085,3086,Romoland,Riverside County,CA,California,92548 / 92585,1682,61232
11548,11549,Vevay,Switzerland County,IN,Indiana,47043,1681,35000
29888,29889,St. Johnsville,Montgomery County,NY,New York,13452,1681,34679
35372,35373,Licking Creek,Fulton County,PA,Pennsylvania,17228 / 17233 / 17238,1681,46439
30236,30237,Antwerp,Paulding County,OH,Ohio,45813,1681,36250
30146,30147,Windham,Greene County,NY,New York,12439 / 12454 / 12496,1681,50063
33937,33938,Avon,Lebanon County,PA,Pennsylvania,17042 / 17046,1681,53510
43977,43978,Lemonweir,Juneau County,WI,Wisconsin,53944 / 53948 / 53950,1681,46875
594,595,Harpersville,Shelby County,AL,Alabama,35078 / 35147 / 35186,1680,35972
18099,18100,Watervliet,Berrien County,MI,Michigan,49098,1680,42500
3230,3231,South Taft,Kern County,CA,California,93268,1680,38512
42550,42551,Fords Prairie,Lewis County,WA,Washington,98531,1680,53103
6627,6628,Mount Ayr,Ringgold County,IA,Iowa,50854,1679,45688
508,509,Elberta,Baldwin County,AL,Alabama,36530,1679,31190
28595,28596,Eastport,Suffolk County,NY,New York,11933 / 11940 / 11941 / 11972,1679,100521
40003,40004,Honey Grove,Fannin County,TX,Texas,75446,1679,30200
1804,1805,Scenic,Mohave County,AZ,Arizona,86432 / 89024,1679,33735
6473,6474,Lake City,Calhoun County,IA,Iowa,51449,1679,39115
23013,23014,Biscoe,Montgomery County,NC,North Carolina,27209,1679,27236
3031,3032,Rainbow,San Diego County,CA,California,92028,1678,68125
23493,23494,Richlands,Onslow County,NC,North Carolina,28574,1678,48548
4136,4137,Scotland,Windham County,CT,Connecticut,06247 / 06264 / 06280 / 06330,1678,79896
29148,29149,Madrid,St. Lawrence County,NY,New York,13621 / 13658 / 13660 / 13667,1678,38750
42769,42770,Oroville,Okanogan County,WA,Washington,98844,1677,30082
26549,26550,Lyme,Grafton County,NH,New Hampshire,03768 / 03769 / 05054,1677,111607
29682,29683,Root,Montgomery County,NY,New York,12066 / 12072 / 12166 / 13317 / 13459,1676,52011
21317,21318,Freeborn,Dunklin County,MO,Missouri,63837 / 63847 / 63852 / 63933,1676,28490
26678,26679,Westmoreland,Cheshire County,NH,New Hampshire,03462 / 03467,1676,78355
39285,39286,Three Way,Madison County,TN,Tennessee,38343,1676,71765
2732,2733,Los Ranchos,San Luis Obispo County,CA,California,93401 / 93408 / 93409,1676,92500
32171,32172,Scipio,Seneca County,OH,Ohio,44807 / 44818 / 44867 / 44883,1676,56184
40773,40774,Sebastian,Willacy County,TX,Texas,78594,1676,16830
20418,20419,South Bend,Blue Earth County,MN,Minnesota,56001 / 56055,1676,54018
31983,31984,Portage ,Wood County,OH,Ohio,43402 / 43413 / 43437 / 43451 / 43462 / 43466,1675,75221
36686,36687,Towamensing Trails,Carbon County,PA,Pennsylvania,18210,1675,64295
29782,29783,Seward,Schoharie County,NY,New York,12043 / 12149 / 13459,1675,57188
15937,15938,Hope,Knox County,ME,Maine,04847,1675,55938
14584,14585,St. Francisville,West Feliciana Parish,LA,Louisiana,70775,1675,55326
26409,26410,Bradford,Merrimack County,NH,New Hampshire,03221,1674,59783
33660,33661,Millersburg,Linn County,OR,Oregon,97321,1674,72778
41644,41645,Hampden-Sydney,Prince Edward County,VA,Virginia,23901 / 23943,1674,110962
10090,10091,Barton,Gibson County,IN,Indiana,47613 / 47619 / 47647 / 47648 / 47649 / 47654 / 47660 / 47683,1674,47958
39489,39490,Brackettville,Kinney County,TX,Texas,78832,1674,37708
27509,27510,Berino,Do?±a Ana County,NM,New Mexico,88021 / 88024 / 88048,1674,22974
23591,23592,Stony Point,Alexander County / Iredell County,NC,North Carolina,28678,1674,30766
44846,44847,Warren,St. Croix County,WI,Wisconsin,54015 / 54016 / 54017 / 54023,1674,97212
33614,33615,John Day,Grant County,OR,Oregon,97845,1674,33276
2412,2413,Forest Meadows,Calaveras County,CA,California,95247,1674,59306
31248,31249,Keene,Coshocton County,OH,Ohio,43812 / 43824 / 43828,1674,56458
27906,27907,Waterflow,San Juan County,NM,New Mexico,87416 / 87421,1673,61250
17414,17415,Marlette ,Sanilac County,MI,Michigan,48453 / 48472,1673,48482
17746,17747,Prudenville,Roscommon County,MI,Michigan,48651,1673,35794
4027,4028,Higganum,Middlesex County,CT,Connecticut,06438 / 06441,1673,81776
7228,7229,Wilder,Canyon County,ID,Idaho,83676,1673,34034
40104,40105,Krugerville,Denton County,TX,Texas,76227,1672,100139
568,569,Gordo,Pickens County,AL,Alabama,35466,1672,30781
28712,28713,Franklinville,Cattaraugus County,NY,New York,14737,1672,36726
36972,36973,West Lawn,Berks County,PA,Pennsylvania,19609,1672,53182
10153,10154,Bristol,Elkhart County,IN,Indiana,46507,1672,46750
3460,3461,Alamosa East,Alamosa County,CO,Colorado,81101,1671,49200
34869,34870,Georgetown,Luzerne County,PA,Pennsylvania,18702,1671,47679
10072,10073,Armstrong,Vanderburgh County,IN,Indiana,47633 / 47639 / 47720 / 47725,1671,83388
29742,29743,Savannah,Wayne County,NY,New York,13146 / 14433,1671,44792
23236,23237,Harkers Island,Carteret County,NC,North Carolina,28531,1671,50078
41953,41954,Victoria,Lunenburg County,VA,Virginia,23974,1671,35478
5939,5940,Mokuleia,Honolulu County,HI,Hawaii,96791,1670,68359
27911,27912,White Sands,Do?±a Ana County,NM,New Mexico,88002,1670,45046
1219,1220,Lamar,Johnson County,AR,Arkansas,72830 / 72846,1670,35411
28939,28940,Hornby,Steuben County,NY,New York,14812 / 14830 / 14870,1670,55521
26812,26813,Chester,Morris County,NJ,New Jersey,07930,1669,97250
6725,6726,Pleasantville,Marion County,IA,Iowa,50225,1669,48100
39801,39802,Evadale,Jasper County,TX,Texas,77612 / 77615,1669,46250
10447,10448,Flat Rock,Bartholomew County,IN,Indiana,47203 / 47226 / 47246,1669,67368
36699,36700,Trevorton,Northumberland County,PA,Pennsylvania,17872 / 17881,1669,41375
17864,17865,Sebewaing,Huron County,MI,Michigan,48759,1669,45350
25992,25993,Mitchell,Scotts Bluff County,NE,Nebraska,69357,1669,43000
17268,17269,Lake Isabella,Isabella County,MI,Michigan,48893,1668,63947
31119,31120,Holland,Lucas County,OH,Ohio,43528,1668,47250
35438,35439,Lower Mahanoy,Northumberland County,PA,Pennsylvania,17017 / 17830,1668,51875
1130,1131,Goshen,Washington County,AR,Arkansas,72701 / 72703 / 72727 / 72735,1667,105208
45002,45003,Wyocena ,Columbia County,WI,Wisconsin,53901 / 53923 / 53954 / 53960 / 53969,1667,72222
28372,28373,Chatham,Columbia County,NY,New York,12037,1667,46188
33460,33461,Amity,Yamhill County,OR,Oregon,97101,1667,53333
9076,9077,Ogden ,Champaign County,IL,Illinois,61859 / 61871 / 61873,1667,73194
9549,9550,Shoal Creek,Bond County,IL,Illinois,62019 / 62074 / 62077 / 62086 / 62246,1667,42734
5900,5901,Kapaau,Hawaii County,HI,Hawaii,96755,1667,53611
28368,28369,Charlotte,Chautauqua County,NY,New York,14718 / 14723 / 14782,1667,44052
28165,28166,Barrington,Yates County,NY,New York,14527 / 14837 / 14842,1666,49097
37085,37086,Woodbury,Blair County,PA,Pennsylvania,16693,1666,46726
41291,41292,Panguitch,Garfield County,UT,Utah,84759,1665,40833
29506,29507,Peach Lake,Putnam County / Westchester County,NY,New York,10509 / 10560,1665,113375
15270,15271,Cavetown,Washington County,MD,Maryland,21783,1665,69931
10764,10765,Jonesboro,Grant County,IN,Indiana,46938,1665,32857
42181,42182,Moretown,Washington County,VT,Vermont,05602 / 05660 / 05663 / 05676,1665,69762
32346,32347,Taylor,Union County,OH,Ohio,43007 / 43040 / 43067 / 43344,1664,62042
39498,39499,Briarcliff,Travis County,TX,Texas,78669,1664,87411
36596,36597,Sugar Grove ,Warren County,PA,Pennsylvania,16312 / 16340 / 16350 / 16365 / 16371,1664,44167
41838,41839,Prices Fork,Montgomery County,VA,Virginia,24060,1663,68646
27056,27057,Lebanon,Hunterdon County,NJ,New Jersey,08833,1663,86620
10518,10519,Graham,Jefferson County,IN,Indiana,47138 / 47230 / 47250 / 47270,1663,45000
44656,44657,Spencer ,Marathon County,WI,Wisconsin,54449 / 54479,1663,62632
26978,26979,Hardwick,Warren County,NJ,New Jersey,07825 / 07832 / 18327,1662,105556
15162,15163,Weweantic,Plymouth County,MA,Massachusetts,02571 / 02576,1662,50744
41260,41261,Mona,Juab County,UT,Utah,84645 / 84648,1662,69010
30159,30160,Woodhull,Steuben County,NY,New York,14801 / 14898,1662,42361
16729,16730,Crystal Falls ,Iron County,MI,Michigan,49903 / 49920 / 49935,1661,44293
5943,5944,Nanawale Estates,Hawaii County,HI,Hawaii,96778,1661,29115
9854,9855,Walnut ,Bureau County,IL,Illinois,61376,1660,52500
29855,29856,Spafford,Onondaga County,NY,New York,13077 / 13110 / 13141 / 13152,1660,75357
17521,17522,Mount Haley,Midland County,MI,Michigan,48623 / 48637 / 48640,1660,52143
30965,30966,Grand Rapids ,Wood County,OH,Ohio,43522,1659,59837
23120,23121,Denton,Davidson County,NC,North Carolina,27239 / 27292,1659,35438
29265,29266,Montour Falls,Schuyler County,NY,New York,14865 / 14891,1659,32702
6711,6712,Peosta,Dubuque County,IA,Iowa,52068,1659,81397
16369,16370,Baldwin,Iosco County,MI,Michigan,48730 / 48763,1658,43889
13570,13571,Westwood,Johnson County,KS,Kansas,66205,1658,82143
37115,37116,Wysox,Bradford County,PA,Pennsylvania,18837 / 18848 / 18854,1657,55855
37325,37326,Gaston,Lexington County,SC,South Carolina,29053,1657,40050
6905,6906,Traer,Tama County,IA,Iowa,50675,1657,53676
17411,17412,Marion ,Osceola County,MI,Michigan,49665,1657,31321
15850,15851,Dresden,Lincoln County,ME,Maine,04342,1656,58929
23512,23513,Rose Hill,Duplin County,NC,North Carolina,28458,1656,27694
38935,38936,Bluff City,Sullivan County,TN,Tennessee,37618 / 37686,1656,39896
39912,39913,Grandview,Johnson County,TX,Texas,76050,1656,40750
28425,28426,Clymer,Chautauqua County,NY,New York,14724 / 14767,1656,46027
41033,41034,Whitewright,Fannin County / Grayson County,TX,Texas,75479 / 75491,1656,35938
39701,39702,De Kalb,Bowie County,TX,Texas,75559,1656,35926
23044,23045,Burnsville,Yancey County,NC,North Carolina,28714,1656,24083
27443,27444,Weston,Somerset County,NJ,New Jersey,08873,1655,71983
22510,22511,Sardis,Panola County,MS,Mississippi,38666,1655,32300
18138,18139,Wheatfield,Ingham County,MI,Michigan,48854 / 48864 / 48895,1655,82292
30302,30303,Bearfield,Perry County,OH,Ohio,43730 / 43731 / 43764,1655,53071
14868,14869,Lenox ,Berkshire County,MA,Massachusetts,01240,1655,48505
